driver,custid,location,club_name,starts,wins,avg_start_pos,avg_finish_pos,avg_points,top25pcnt,laps,lapslead,avg_inc,class,irating,ttrating,tot_clubpoints,champpoints
Shun Ito,759511,JP,N/A,685,435,2,3,125,602,8136,5499,3.99,B 2.53,7515,1350,6916,85642
Alexander Davidson,472038,GB,N/A,11,1,15,12,87,4,93,11,8.64,C 1.56,7495,1350,79,953
Graham D Sanders,328894,US,N/A,6,0,7,10,112,1,96,11,7.17,A 3.20,7495,1350,40,672
Alex Gal,310170,FR,N/A,13,0,12,13,125,2,129,0,9.31,B 2.27,7485,1350,56,1627
Beau Albert,263443,AU,N/A,10,2,5,6,117,4,165,42,8.1,B 2.45,7474,1350,89,1172
Topi Korteniemi,564815,FI,N/A,23,10,2,4,188,21,548,256,1.7,A 4.99,7472,1350,498,4314
FrÃ©dÃ©ric Schwarz,549257,LU,N/A,6,0,12,14,95,2,45,0,9.67,B 2.28,7464,1350,45,572
Alberto Gazapo,512050,ES,N/A,9,6,2,3,132,6,145,86,7.67,A 1.46,7457,1350,60,1187
Martinius K Stenshorne,660203,NO,N/A,50,20,5,6,146,35,516,211,8.86,D 2.62,7451,1350,654,7298
Dani Moreno3,552545,ES,N/A,202,145,3,3,139,175,2789,2019,3.36,B 3.64,7451,1350,3105,28077
Emanuele Petri,121280,IT,N/A,10,3,5,10,104,6,101,36,2.9,A 4.50,7440,1350,0,1040
Nick Schulte-Wissermann,247589,DE,N/A,1,0,20,23,0,0,0,0,8,A 4.00,7426,1350,0,0
Shawn McQuillen,678978,AU,N/A,507,364,2,2,124,438,4429,3081,2.17,C 2.92,7426,3584,554,62963
Stephen Asch,150451,US,N/A,1,0,24,7,111,0,15,0,7,A 2.26,7420,1350,13,111
Matt Kendall,393872,GB,N/A,206,99,2,3,137,178,2478,1205,3.5,A 4.44,7411,1350,1755,28206
Samuel Libeert,17140,FR,N/A,2,0,2,12,107,1,19,4,13.5,B 2.27,7402,1350,15,214
Nicolai N Pedersen,637774,DK,N/A,3,2,4,5,104,2,48,30,6.33,A 2.56,7399,1350,27,312
Uthman Alaoui,334289,US,N/A,6,5,2,1,124,6,64,50,1.33,A 4.63,7399,1350,111,741
Steff Herrmann,583131,DE,N/A,235,137,2,3,123,187,3727,2194,4.62,C 4.99,7390,1350,1801,28853
Matthieu Victorino,425971,CH,N/A,3,0,11,10,86,0,32,2,9.67,A 2.32,7388,1350,13,257
Maxime Mariotte,497790,FR,N/A,2,0,7,10,157,1,23,0,9.5,A 3.26,7386,1350,16,314
Stephen McDonald,435719,US,N/A,3,0,9,18,20,0,2,0,1.33,A 3.36,7386,1350,0,59
Simon Kaulartz,387923,DE,N/A,8,2,6,11,54,3,44,18,6.75,B 2.43,7382,1350,55,429
Jan Schwitter,65531,CH,N/A,18,7,3,3,175,17,238,104,4.11,A 3.23,7379,1350,331,3153
Felipe Giro,279384,BR,N/A,80,37,3,3,155,67,3477,1823,4.09,A 4.99,7377,1350,639,12417
Sumitaka Kajikawa,63095,JP,N/A,122,108,1,2,137,117,2739,2494,0.79,A 4.99,7370,1350,1583,16688
Jack G Boyd,170271,AU,N/A,1,1,1,1,103,1,26,26,0,A 4.99,7362,1350,11,103
Sindre Setsaas,242733,NO,N/A,6,1,13,6,136,3,77,5,7.5,A 3.42,7350,1350,69,815
Alessandro Puoti,203984,IT,N/A,1,0,18,26,7,0,1,0,4,A 2.00,7350,1350,0,7
Alexander Peregrina,560678,ES,N/A,7,4,5,8,99,5,70,59,2.14,A 3.51,7349,1350,58,693
Gianfranco Pagoto,89246,IT,N/A,1,0,2,2,129,1,12,0,0,A 3.31,7346,1350,20,129
Dudu Castro,547892,US,N/A,3,0,12,15,63,0,24,0,5,A 3.21,7346,1350,6,188
Alexander Koeberle,648471,GB,N/A,59,43,2,2,138,55,945,699,3.42,A 4.15,7345,1350,1105,8117
Taha Bozgan,451986,TR,N/A,1,1,2,1,133,1,13,13,7,A 4.19,7344,1350,21,133
Philipp Klinger,347537,DE,N/A,3,0,5,8,49,1,34,2,11,A 1.43,7344,1350,24,147
Brodie Kostecki,38948,AU,N/A,11,3,4,6,129,8,130,52,5.09,A 2.12,7334,1350,114,1415
Jarno D'Hauw,409828,BE,N/A,1,0,11,23,11,0,3,0,19,B 2.10,7331,1350,0,11
Brandon Roseborough,147760,US,N/A,98,36,4,4,159,74,2506,581,2.94,A 4.65,7327,1350,1100,15609
Franco Ruggeri2,547885,IT,N/A,7,3,1,2,129,6,70,45,2,A 4.38,7327,1350,65,904
Yuta Saito,105085,JP,N/A,20,2,5,7,187,12,225,43,4.9,A 2.28,7317,1350,40,3746
Gregory Hovesen,657453,CA,N/A,1,0,12,10,134,0,9,0,5,A 4.49,7315,1350,0,134
Daniel Vallee,937581,ES,N/A,904,359,5,5,137,671,11919,5023,6.53,A 2.51,7312,1327,12848,123596
Lewis Wherrell,764541,GB,N/A,1262,409,6,5,151,923,13708,4423,6.79,C 1.83,7308,1404,12371,190818
Paschalis Gkergkis,196481,GR,N/A,2,0,10,9,196,1,18,0,11.5,A 3.03,7307,1350,18,391
Timo Roorda,720392,CH,N/A,16,7,4,8,92,8,192,76,7.19,C 2.64,7300,1350,179,1469
Ole C OddstÃ¸l,952088,NO,N/A,98,35,4,5,197,75,1002,392,7.72,D 2.38,7299,1350,1538,19268
Gernot Fritsche,38435,AT,N/A,119,21,4,5,172,99,2907,412,3.91,A 2.37,7287,1350,1927,20516
Aleksi Elomaa,26256,FI,N/A,10,3,3,3,162,9,132,35,4.4,A 3.17,7278,1350,155,1615
Charlie Lund Nilsson,590994,SE,N/A,4,0,9,4,158,3,28,1,5.5,A 4.08,7274,1350,0,630
Bruno Ciccioli,626532,AR,N/A,3,2,3,3,169,2,29,21,1,A 3.75,7274,1350,49,508
Nicklas Simonsen,449448,DK,N/A,14,4,8,8,121,9,127,38,10.43,C 2.00,7272,1350,156,1694
Anthony Kernich,65082,AU,N/A,584,290,2,2,113,516,7712,3976,1.35,A 4.87,7269,1350,5709,65831
Dylan van der Lans,670444,NL,N/A,21,5,2,4,197,17,1268,392,8.86,A 4.39,7258,1350,182,4128
Oscar Pujadas,386444,ES,N/A,16,11,1,3,112,12,205,159,2.25,A 4.19,7257,1350,0,1798
Vlado Tito,423974,HR,N/A,113,55,2,3,133,91,1607,834,3.31,B 3.12,7254,1350,1327,15084
Flavio Dantas,234914,BR,N/A,83,39,4,4,151,71,1008,448,4.86,A 4.28,7250,1299,104,12492
Jorge Nieva,18721,ES,N/A,199,41,4,4,150,148,4468,928,6.04,A 3.55,7243,1350,2393,29948
Miguel San MartÃ­n,337820,AR,N/A,10,4,7,7,106,7,112,57,4.5,B 3.05,7237,1350,124,1063
Flavio Pujol Dantas,238915,BR,N/A,402,152,4,4,136,324,5646,2029,7.98,B 3.58,7222,1350,6177,54612
Johnny Guindi,132444,MX,N/A,16,9,2,3,143,13,201,143,3.5,A 3.80,7218,1350,212,2282
Xavi Ros,272746,ES,N/A,40,14,5,6,165,30,544,174,5.98,A 2.86,7217,1286,491,6599
Isaac Phelps,580302,GB,N/A,236,65,5,7,154,149,2505,863,7.3,A 3.47,7217,1357,2431,36434
Tim Jarschel,375866,DE,N/A,1,0,3,17,18,0,2,0,3,A 2.56,7212,1350,0,18
Jack Sedgwick,28696,GB,N/A,1,0,3,2,136,1,8,0,0,A 4.51,7205,1350,15,136
Carlos Boza Puya,355119,ES,N/A,9,1,5,7,155,6,88,5,5.78,A 2.06,7205,1350,116,1393
Konrad Zerebiec,321221,DE,N/A,2,0,10,18,60,0,12,0,5.5,A 4.28,7204,1350,1,119
Zach Lippe,353078,US,N/A,8,2,4,5,101,4,80,14,4.63,B 4.07,7204,1350,87,810
Lucas Hermann,328176,FR,N/A,2,0,18,21,52,0,6,0,5.5,A 4.41,7195,1350,0,103
George Brent,1138975,AU,N/A,324,231,3,2,110,275,3741,2682,1.96,C 4.96,7190,1350,850,35754
Luis NÃºÃ±ez,533153,ES,N/A,33,13,4,5,168,26,633,169,3.55,A 4.14,7189,1234,437,5533
Jake Burton,81765,AU,N/A,2,1,1,2,144,2,25,15,0.5,A 4.22,7188,1350,21,288
Ramon Pineiro,487459,ES,N/A,62,36,2,3,151,54,806,504,4.1,A 2.78,7173,1350,779,9385
Kalen Chin,367670,AU,N/A,139,54,10,5,146,108,1555,583,5.54,B 2.37,7168,1350,1368,20266
Joaquin Melo,500548,AR,N/A,1,0,19,21,28,0,3,0,8,C 2.56,7159,1350,0,28
William Macintyre,666245,GB,N/A,99,50,5,4,156,81,1132,491,7.21,C 2.44,7158,1350,1020,15411
Sho Momose,359345,JP,N/A,334,199,2,3,141,286,4127,2666,4.32,A 1.85,7152,1350,4690,46998
Harrison Finch,290841,GB,N/A,1,0,7,4,198,1,15,0,4,A 4.99,7151,1350,15,198
George Karakoulas,315952,GR,N/A,1,0,2,2,156,1,13,0,11,A 4.99,7150,1350,18,156
Felipe Cabrera Loyola,268398,CL,N/A,42,14,3,5,204,33,585,199,4.43,A 2.07,7140,1350,443,8549
Tim Berti,110777,DE,N/A,252,107,2,3,124,200,3222,1329,3.38,B 3.52,7139,2431,2410,31294
Massimo Locatello,120489,DE,N/A,4,0,17,15,105,0,38,0,11.75,A 3.04,7138,1350,7,418
James F Beumee,487879,GB,N/A,26,8,6,6,135,17,329,136,7.38,B 2.64,7126,1350,344,3516
Paul V Lange,384338,DE,N/A,3,0,12,15,79,0,28,0,6,A 3.38,7125,1350,8,236
Rafael Blanco,534196,UY,N/A,1,1,2,1,114,1,12,12,5,A 4.71,7117,1350,17,114
Ritmo Miyata,677939,JP,N/A,12,6,7,5,159,9,141,41,6,A 2.63,7117,1350,194,1902
Manuel Scoli,312594,AR,N/A,6,0,20,20,83,2,67,0,9,A 1.28,7116,1350,16,499
Victor Eilemann,246430,DE,N/A,1,0,8,5,147,1,11,0,6,A 2.72,7116,1350,17,147
NiccolÃ² Venditti,603714,IT,N/A,14,1,5,9,106,8,143,25,9.71,C 2.34,7115,1350,146,1481
Tobi Soriano,266382,AR,N/A,15,4,5,5,149,12,158,43,4.53,A 2.31,7112,1350,216,2233
Lucas Vieira,408778,BR,N/A,1,0,9,23,0,0,0,0,8,A 3.34,7110,1350,0,0
Nico Rubilar,686137,CL,N/A,10,9,1,1,144,10,115,107,3.3,A 3.02,7109,1350,177,1443
Connor Wagner,307654,US,N/A,6,2,3,3,148,5,129,35,6,A 2.66,7106,1350,102,885
Balazs Palla,62845,HU,N/A,4,0,12,6,133,1,36,0,10.75,B 1.55,7091,1350,24,531
Jorge Marquinez,125393,ES,N/A,19,3,8,7,183,12,1049,81,7.84,A 3.51,7089,1350,183,3474
Sebastian Schmalenbach,43900,DE,N/A,2,0,11,18,57,0,73,0,3,A 3.63,7088,1350,0,114
Enzo Deligny,189380,US,N/A,33,17,3,3,165,29,365,208,5.15,A 2.52,7084,1350,538,5436
Oier Zamalloa,428127,ES,N/A,98,42,2,4,158,79,2195,1052,4.28,A 4.31,7077,1350,1389,15524
Andreas Henkel,525456,DE,N/A,26,11,3,4,172,22,430,215,4.42,A 3.94,7074,1350,450,4480
Gyumin Kim,309265,KR,N/A,5,0,2,13,69,2,42,10,10.4,A 1.03,7069,1350,19,345
Jaehee Han,566383,KR,N/A,3,1,1,7,124,2,41,14,3.33,B 2.69,7066,1350,39,373
Sam Karasala,714312,US,N/A,59,35,2,3,133,52,1162,562,1.36,A 4.99,7057,1350,585,7870
Victor Rodriguez,16708,ES,N/A,102,26,3,3,148,87,2371,747,4.19,A 3.45,7052,1350,1455,15080
Patrik Thomsen,776393,DK,N/A,11,2,14,13,92,3,93,17,10.91,C 2.37,7049,1581,49,1013
Brett McBurnie,22184,AU,N/A,475,335,2,2,120,408,4903,3360,2.7,B 4.13,7046,1350,1249,57111
Theodor Bergersen,594606,SE,N/A,35,10,8,7,166,18,433,158,6.97,C 1.60,7045,1350,294,5822
Clarence V Ancheta,483061,PH,N/A,222,190,1,1,107,211,1887,1664,2.74,B 3.31,7040,1308,1423,23657
Leander Angeltvedt,717054,NO,N/A,265,81,7,6,154,166,3197,923,5.61,B 2.73,7032,1350,3065,40934
Ryan Bickell,695812,CA,N/A,232,152,2,2,119,197,2390,1558,2.26,A 4.14,7028,1350,857,27568
Will Dames,598781,GB,N/A,4,1,5,11,117,2,54,21,8.5,B 2.41,7023,1350,40,467
Tom Hooper,328263,SE,N/A,4,1,6,4,150,3,64,15,12.75,A 2.12,7019,1350,69,601
Ryan Chynoweth,537135,AU,N/A,417,195,3,3,116,304,5660,2724,2.68,B 4.37,7016,1350,3493,48497
Jordan Johnson5,540631,US,N/A,12,2,5,9,157,5,157,25,5.17,A 2.08,7016,1350,87,1878
Griffin Gardiner,275016,AU,N/A,3,0,8,6,133,1,32,0,5.67,A 3.22,7014,1350,20,398
Max Habicht,351272,AT,N/A,163,107,2,3,123,144,1785,1241,3.88,B 2.81,7009,1350,0,20052
Adam Hideg,476501,HU,N/A,168,95,2,3,139,150,2323,1281,2.42,A 4.53,7008,1350,1918,23268
BjÃ¶rn Kok,870835,NL,N/A,697,212,4,5,145,486,8930,2902,7.17,C 1.69,7006,1541,9366,101350
Sven Winter,273175,DE,N/A,2,1,6,3,141,1,14,3,2,A 4.56,7004,1350,26,282
Will Lyon,348581,GB,N/A,93,46,3,3,144,81,1721,639,2.38,A 4.53,7000,1350,1238,13425
Arthur Leist,267640,BR,N/A,4,1,15,4,151,3,46,1,5,B 2.52,7000,1350,43,602
Patrick Hingston,121085,US,N/A,9,2,12,15,41,3,44,14,4.56,B 2.25,6997,1350,44,367
Antoine Higelin,61738,FR,N/A,1,0,3,3,149,1,28,0,4,A 4.53,6996,1350,0,149
Lukas Podstata,419644,CZ,N/A,1,0,18,7,127,0,10,0,10,A 3.49,6994,1350,0,127
Norbert Leitner,53455,HU,N/A,4,1,7,4,153,3,55,6,0.75,A 4.99,6991,1350,12,613
Matias PenttilÃ¤,705480,FI,N/A,23,12,2,4,150,18,319,177,1.78,A 4.36,6990,1350,368,3454
Scott Michaels,16620,US,N/A,1,0,8,11,99,0,10,0,19,A 3.42,6985,1350,1,99
Rens Broekman,27251,NL,N/A,67,25,2,4,145,45,885,386,2.94,A 3.10,6977,2421,308,9740
Lee Zeltwanger,454306,NZ,N/A,411,314,2,3,130,369,5044,4016,3.88,A 1.95,6977,1350,6493,53386
Kyle Cesare,25529,US,N/A,127,100,1,1,135,125,1208,959,1.4,A 4.60,6973,1350,305,17109
Sergio Ignacio2,313695,ES,N/A,1,1,4,1,217,1,13,13,5,A 4.66,6973,1350,24,217
Antti LepistÃ¶,61503,FI,N/A,37,23,2,3,152,32,964,653,2.65,A 4.10,6972,1350,573,5638
Rehan Hakim,518179,IN,N/A,50,29,2,2,154,47,805,445,5.08,A 3.52,6969,1350,908,7704
Qio-Tiago Marteau,489797,NL,N/A,4,3,6,3,181,3,75,63,3.5,A 4.33,6966,1350,79,722
Michael Cofre,490940,CL,N/A,39,26,2,5,144,31,605,436,4.69,B 3.60,6964,1350,719,5597
Adrian AasbÃ¸ Kulleseid,881532,NO,N/A,448,144,5,6,132,301,7182,2423,5.18,B 3.81,6957,1425,6086,58944
Benedikt Hitz,362093,DE,N/A,6,1,5,6,142,4,79,11,9.17,A 2.46,6957,1350,87,852
Daniel Espes,937682,ES,N/A,501,157,4,4,139,384,6568,1844,5.66,B 3.20,6947,1350,5273,69601
Nacho Gaspar,386300,ES,N/A,2,0,17,13,133,0,111,0,7,A 3.58,6943,1350,0,266
Jake Moloney,142521,AU,N/A,6,1,4,6,128,1,61,4,5.17,A 3.34,6938,1350,23,767
FranÃ§ois Oldrini,344901,FR,N/A,5,2,4,5,116,4,49,19,10.2,A 2.43,6937,1350,56,580
Kyle Bos,339128,US,N/A,3,0,9,6,118,2,23,0,6.67,A 4.13,6936,1350,30,354
Ethan Lampe,373722,US,N/A,24,3,4,4,123,15,193,64,4.96,B 2.31,6936,1350,10,2941
Tommaso ZappalÃ 2,571165,IT,N/A,232,69,5,5,178,177,2612,738,6.97,C 2.43,6932,1350,3578,41294
Ayden Young,678754,US,N/A,24,18,3,2,124,21,366,261,1.29,A 4.66,6925,1350,341,2970
Luis H Kachan,827208,BR,N/A,231,108,3,4,140,184,4982,2213,4.84,A 3.31,6924,1350,2749,32358
Lucas Taelman,544713,BE,N/A,5,1,7,8,106,3,70,3,14.6,C 2.46,6917,1350,50,529
Thomas Marks Burgess,521627,GB,N/A,1,0,2,4,149,1,15,0,12,A 4.28,6905,1350,15,149
Borys Lyzen2,1033501,PL,N/A,519,122,5,7,132,320,6578,1706,8.2,B 1.44,6899,1350,5623,68286
Mex Jansen,580610,NL,N/A,45,28,3,4,150,37,618,430,4.67,A 3.45,6896,1350,748,6741
Nate Grucelski,532988,US,N/A,32,7,6,5,149,25,377,68,3.25,A 3.55,6895,1350,502,4780
Jamie Christison,865258,AU,N/A,37,8,7,8,122,19,378,76,7.3,C 1.33,6891,1350,351,4512
Florian von Minckwitz,43658,DE,N/A,24,9,2,3,144,20,301,109,3.04,A 3.60,6891,1350,274,3448
Elliot Pugh,640607,GB,N/A,9,2,7,5,162,5,107,20,11.33,D 2.58,6887,1350,132,1461
Adam State,219363,GB,N/A,4,0,9,17,81,1,96,0,6,A 4.31,6886,1350,18,323
Freddie Ingram I,769666,GB,N/A,59,28,3,4,188,48,645,338,9.1,D 2.35,6879,1350,1019,11103
Stanley Deslandes,545280,GB,N/A,31,1,14,12,87,13,222,9,8.03,C 1.47,6879,1350,82,2696
Jesse Hiiliaho,557819,FI,N/A,8,0,6,8,95,3,97,3,9.13,B 2.46,6877,1350,54,760
Dallas Pataska,217321,US,N/A,2,1,3,2,122,2,31,18,0,A 4.99,6872,1350,28,244
Max Montermann,471720,DE,N/A,4,0,4,5,154,3,53,5,10.25,A 2.53,6868,1350,34,615
Remko Barlow,601298,NL,N/A,3,2,3,8,96,2,19,11,1.67,A 4.41,6867,1350,47,287
Erwin Lucas Liszkowicz,350329,PN,N/A,2,0,2,12,69,0,9,0,5,A 4.24,6858,1350,8,138
Blake Dowdall,419051,NZ,N/A,259,151,2,3,132,209,2710,1530,3.55,A 2.61,6858,1350,970,34184
Vasiliy Zaitsev,39248,KZ,N/A,9,5,2,2,126,8,280,150,3.89,A 4.85,6857,1350,127,1133
Claudio Mack,473011,DE,N/A,4,0,3,10,86,1,36,0,6.5,A 4.43,6852,1350,17,345
Jon Boetefuer,38283,US,N/A,33,8,5,7,168,22,1534,394,4.27,A 4.20,6849,1350,446,5553
Pedro de Oliveira S,112878,BR,N/A,5,0,9,14,60,2,49,0,9,A 1.25,6848,1350,25,299
Henri Mckenzie Freedman,679316,GB,N/A,160,68,3,3,138,132,1616,778,4.31,B 2.22,6845,1350,1289,22080
Juanmi Costa,56042,ES,N/A,16,12,3,4,144,14,345,252,1.81,A 4.99,6839,1350,238,2299
Antonis Despotakis,273391,GR,N/A,4,0,11,11,67,1,31,0,8.5,A 3.42,6837,1350,12,266
Iggie Smith,939613,GB,N/A,569,112,6,6,140,350,5656,1073,7.76,C 1.48,6832,1350,2541,79511
Marcos Saavedra,353891,AR,N/A,5,1,7,12,92,2,47,14,10.6,B 2.04,6829,1350,22,462
Daniel Juncadella,111169,ES,N/A,14,4,5,6,126,10,142,59,8.86,C 2.33,6829,1350,194,1760
Alessandro De tullio,443941,US,N/A,11,2,4,11,113,4,100,21,12.18,D 2.56,6828,1350,97,1240
Julen Fernandez,409222,ES,N/A,12,4,3,6,114,8,160,64,10.75,C 2.67,6814,1350,117,1364
Matt J Wood,192090,GB,N/A,56,8,4,7,136,41,1303,198,3.98,A 4.21,6813,1350,636,7639
Dalton Zavadil,378190,US,N/A,4,0,11,9,87,1,31,0,4,A 4.54,6813,1350,19,347
Gio Cortese,330746,ES,N/A,7,2,6,8,166,4,92,35,5.86,B 3.32,6811,1350,104,1160
JT Smeaton,1088280,US,N/A,306,66,5,5,121,206,4490,1193,3.82,A 3.33,6794,1350,2830,36874
Leo Gariboli,402918,GB,N/A,22,3,9,11,142,6,202,26,8.45,C 2.06,6787,1350,90,3116
Rob B Clark,414419,US,N/A,2,0,17,26,5,0,8,0,6,A 3.24,6785,1350,0,10
Luciano Witvoet,529650,NL,N/A,124,37,5,5,151,88,1421,421,3.76,B 3.31,6784,1350,1090,18728
Will Redford,444522,GB,N/A,46,22,4,6,131,32,423,243,6.85,C 3.08,6784,1350,136,6041
Jack Keithley,19066,GB,N/A,24,8,3,6,129,17,265,99,4.79,A 1.30,6778,1350,121,3101
Garrett Manes,194770,US,N/A,19,5,5,5,134,15,275,97,5.79,A 2.44,6774,1350,230,2540
Lyden Lee,378081,US,N/A,1,0,19,14,120,0,18,0,13,B 4.82,6770,1350,0,120
Dominic Ferraris,342465,AU,N/A,6,2,4,4,122,5,36,6,2.17,A 2.54,6767,1350,98,730
Andre Wolff,736287,DE,N/A,3,1,5,9,96,2,25,10,4,A 4.95,6765,1350,35,288
Julian Dunne,219804,AU,N/A,29,25,2,3,164,26,572,508,1.66,A 4.99,6762,1350,575,4747
Rasmus S. Vuori,198299,FI,N/A,88,22,6,4,124,56,1437,357,3.24,A 4.72,6760,1350,632,10939
Adam Merchant,555362,US,N/A,83,45,3,3,131,71,1493,946,2.83,A 4.19,6755,1350,903,10846
Josh Manalo,52499,CA,N/A,34,24,2,1,141,34,566,408,1.18,A 4.99,6754,1350,331,4807
Teemu Myllykangas,454318,FI,N/A,14,4,6,9,97,7,131,39,9.64,C 1.74,6745,1350,96,1352
Walter Lux,636847,AT,N/A,48,2,6,5,208,35,2555,116,6.56,A 4.88,6743,1350,559,9975
Sam Mort,705245,AU,N/A,499,271,3,3,128,435,8546,4863,4.22,A 3.90,6741,1270,7127,63736
Abel Torres,889003,ES,N/A,3,2,3,1,143,3,21,11,4.33,A 2.47,6739,1350,0,428
Ric Kuznetsov,509724,AU,N/A,3,0,9,8,59,0,27,1,11,A 2.03,6738,1350,0,176
Jeroen Rademaker,103670,NL,N/A,188,94,2,2,127,167,2052,1098,1.05,A 4.57,6735,2815,801,23940
Dennis Branch,222605,US,N/A,347,133,2,3,131,287,8243,3266,4.77,A 4.55,6729,1350,3504,45409
Jonathan Smith18,451064,GB,N/A,283,135,2,3,137,224,2873,1423,4.19,C 3.45,6728,1350,555,38747
Anne Medema,255811,NL,N/A,215,82,4,3,138,160,2824,1085,3.82,B 3.56,6727,2448,1693,29582
Augustin Bernier,431992,FR,N/A,128,63,4,5,146,92,1518,840,3.6,A 3.29,6726,1300,1052,18645
Daniel Sieber,888645,DE,N/A,568,251,3,3,129,486,7025,3385,1.84,A 4.75,6718,1350,6426,73350
Daniel Morad,206066,CA,N/A,4,0,10,12,78,1,35,0,9.75,A 3.01,6717,1350,21,311
Phillip Burke2,489265,US,N/A,227,96,2,3,118,173,3282,1356,4.3,B 3.08,6716,1350,1932,26747
Timon J Bramley,714365,AU,N/A,3,3,1,1,118,3,27,27,0,B 4.45,6715,1350,0,354
Pete Mobroten,312540,US,N/A,5,1,3,3,102,3,70,20,2.4,A 4.69,6713,1350,34,511
Thomas Schrage,483179,US,N/A,115,77,2,3,117,101,1577,1138,3.41,A 3.29,6712,1350,1412,13415
Diego A PÃ©rez,459916,US,N/A,18,0,8,10,117,12,195,22,6.44,B 2.57,6709,1350,131,2112
Erwin Zomer,260264,NL,N/A,185,68,2,3,110,136,2973,1146,2.66,A 3.15,6709,1350,442,20296
Yeon Su Foster,684660,CA,N/A,153,117,1,3,133,132,2496,2047,3.61,A 4.87,6706,1350,2025,20351
Wesley Kaspers,746572,NL,N/A,10,2,7,10,125,4,91,20,7.6,A 2.06,6704,1350,79,1251
Karl Samson,339746,NZ,N/A,26,18,1,1,108,26,409,273,0.54,A 4.99,6703,2742,308,2803
Frederik Vesti,222011,DK,N/A,2,0,3,5,176,1,34,7,10,A 2.07,6698,1350,25,352
Wayne C Bourke,106689,AU,N/A,9,1,9,6,144,7,198,12,5.56,A 3.08,6695,1350,84,1295
Connor Davidson,760284,GB,N/A,358,56,6,7,161,219,3962,597,7.58,C 3.41,6695,1245,4119,57541
Kamui Hashiramoto,645775,JP,N/A,237,83,3,4,121,191,2771,937,2.7,A 3.23,6691,1289,1915,28719
Dmitry Kofanov,387602,RU,N/A,1,0,4,2,96,1,10,3,4,A 3.28,6691,1350,0,96
Alex Sendra,794718,JP,N/A,6,5,1,1,162,6,90,62,4.67,A 3.48,6688,1350,141,973
Kieran Shanks,347483,GB,N/A,514,216,5,4,137,365,5351,2086,5.14,A 4.63,6679,1270,3794,70281
Joseph Santiago Figueroa,477346,CO,N/A,2,1,2,2,162,2,30,15,13,B 2.07,6676,1350,42,324
Alessandro Romanelli,614848,CH,N/A,10,2,5,6,127,6,139,26,5.9,A 3.49,6670,1350,97,1269
Miguel Cuenca MartÃ­n,814741,ES,N/A,207,60,4,4,142,155,2462,641,4.27,A 1.92,6670,1476,2597,29379
Hugo Wulf,779142,ES,N/A,528,134,4,5,128,383,6663,1708,4.68,A 2.83,6670,1350,6349,67645
Zach Rattray-White,586542,AU,N/A,35,13,5,4,161,24,370,127,4.94,A 2.37,6670,1439,132,5646
Pascal Costa,331632,DE,N/A,1,0,23,19,65,0,4,0,11,B 2.50,6670,1350,0,65
Lucas Bayle,901728,FR,N/A,153,63,3,5,165,114,1435,628,5.43,C 1.44,6669,1350,2142,25281
Thomas Cope,431690,GB,N/A,5,1,2,10,74,2,46,23,5,A 2.59,6667,1350,35,368
Tom Male,437479,GB,N/A,1,0,18,16,40,0,11,0,15,B 3.25,6663,1350,0,40
Will Tregurtha,110457,GB,N/A,1,0,16,28,22,0,16,0,6,A 4.21,6662,1350,0,22
Florian Kammeier2,609920,DE,N/A,144,14,6,7,159,88,5874,785,6.01,A 4.99,6662,1350,1258,22850
Chris R Lulham,608569,GB,N/A,5,1,12,11,89,2,40,7,9.8,B 2.16,6659,1350,35,445
Fabio do Carmo,73010,BR,N/A,2,0,3,6,97,1,18,2,7.5,A 4.28,6654,1350,20,193
Tristan M Alberd,458515,AU,N/A,17,9,2,3,134,15,216,143,1.24,A 4.99,6653,1350,317,2278
Adam Tomkins,188982,GB,N/A,19,5,2,4,190,11,306,80,7.84,B 2.21,6651,1350,180,3606
Philipp Bereswill,401687,DE,N/A,1,1,3,1,139,1,13,7,2,A 4.99,6645,1350,0,139
Jason Anderson Jr,539558,US,N/A,10,1,6,11,120,5,304,45,8.1,A 3.53,6642,1350,63,1200
Curtis C Webb,891039,AU,N/A,523,205,3,5,151,392,6595,2856,5.29,A 3.49,6642,1350,7794,79094
Johannes Belitz,329495,DE,N/A,11,3,4,6,92,7,198,63,4.91,A 2.41,6641,1350,94,1017
Chris T Shorter,79312,ZA,N/A,6,0,7,11,38,2,37,1,5.5,A 4.12,6641,1350,0,225
Charles-Ãtienne Boucher,424104,CA,N/A,3,2,2,2,137,3,39,17,7.33,A 2.38,6638,1350,46,412
Mika Vahamaki,330817,FI,N/A,2,1,2,13,93,1,17,16,3,A 3.58,6637,1350,23,185
Christian Hildgaard,599887,DK,N/A,26,10,4,6,207,21,1277,566,3.77,A 4.57,6635,1350,423,5392
Yuanxi Lin,280501,US,N/A,4,0,8,10,171,2,96,0,4,A 3.16,6633,1350,0,683
Xiayufei Li,496746,CN,N/A,26,16,2,3,111,23,335,213,1.04,A 4.70,6623,1350,255,2886
Augusto Lovisolo,668610,IT,N/A,68,21,4,3,155,48,934,303,5.93,B 3.16,6614,1350,620,10542
Richard Hamstead,28805,AU,N/A,3,1,5,3,134,2,51,8,9.67,B 2.51,6613,1350,0,401
Aaron Lopez2,797363,ES,N/A,38,9,6,7,146,22,410,108,9.29,D 2.24,6601,1350,353,5566
